808,acma,821,"{""Fall 2015"",""Not in Spring 2016""}","",2016-03-29 10:43:27.86967,2016-03-30 02:48:52.487576,Advanced Actuarial Models
809,acma,822,"{""Not in Fall 2015"",""Not in Spring 2016""}","",2016-03-29 10:43:27.913631,2016-03-30 02:48:52.491277,Risk Measures and Ordering
810,acma,850,"{""Fall 2015"",""Not in Spring 2016""}","",2016-03-29 10:43:27.962432,2016-03-30 02:48:52.494745,Actuarial Science: Selected Topics
811,als,601,{},"",2016-03-29 10:43:28.076436,2016-03-30 02:48:52.565576,Canadian Legal System
812,als,602,{},"",2016-03-29 10:43:28.121945,2016-03-30 02:48:52.570945,Legal Research and Writing
813,als,603,"{""Spring 2016""}","",2016-03-29 10:43:28.184103,2016-03-30 02:48:52.575375,Legal Philosophy
814,als,610,{},N/A,2016-03-29 10:43:28.228495,2016-03-30 02:48:52.579133,Contracts
815,als,611,"{""Spring 2016""}","",2016-03-29 10:43:28.286833,2016-03-30 02:48:52.582577,Real Property I
816,als,612,{},"",2016-03-29 10:43:28.340108,2016-03-30 02:48:52.586081,Real Property II
817,als,615,{},"",2016-03-29 10:43:28.388245,2016-03-30 02:48:52.589381,Personal Planning
818,als,620,"{""Spring 2016""}","",2016-03-29 10:43:28.436293,2016-03-30 02:48:52.592868,Selected Topics in Applied Legal Studies
819,als,630,{},N/A,2016-03-29 10:43:28.489703,2016-03-30 02:48:52.59606,Topics in Legal Practice
820,als,631,{},"",2016-03-29 10:43:28.537207,2016-03-30 02:48:52.599196,MA Examination
821,apma,900,{},"",2016-03-29 10:43:28.641121,2016-03-30 02:48:52.67088,Asymptotic Analysis of Differential Equations
822,apma,901,{},"",2016-03-29 10:43:28.694057,2016-03-30 02:48:52.675535,Partial Differential Equations
823,apma,902,{},"",2016-03-29 10:43:28.745879,2016-03-30 02:48:52.680433,Applied Complex Analysis
824,apma,905,{},"",2016-03-29 10:43:28.795886,2016-03-30 02:48:52.685211,Applied Functional Analysis
825,apma,910,{},"",2016-03-29 10:43:28.841585,2016-03-30 02:48:52.689178,Ordinary Differential Equations
826,apma,912,{},"",2016-03-29 10:43:28.903655,2016-03-30 02:48:52.693105,Advanced Partial Differential Equations
827,apma,920,{},"",2016-03-29 10:43:28.979057,2016-03-30 02:48:52.697068,Numerical Linear Algebra
828,apma,921,{},"",2016-03-29 10:43:29.025916,2016-03-30 02:48:52.70078,Numerical Solution of Ordinary Differential Equations
829,apma,922,{},"",2016-03-29 10:43:29.073454,2016-03-30 02:48:52.704827,Numerical Solution of Partial Differential Equations
830,apma,923,{},"",2016-03-29 10:43:29.126651,2016-03-30 02:48:52.709193,Numerical Methods in Continuous Optimization
831,apma,929,{},"",2016-03-29 10:43:29.178777,2016-03-30 02:48:52.713791,Selected Topics in Numerical Analysis
832,apma,930,{},"",2016-03-29 10:43:29.223925,2016-03-30 02:48:52.717556,Computational Fluid Dynamics
833,apma,934,{},"",2016-03-29 10:43:29.292288,2016-03-30 02:48:52.721062,Selected Topics in Fluid Dynamics
834,apma,935,"{""Spring 2016""}","",2016-03-29 10:43:29.337886,2016-03-30 02:48:52.724571,Analysis and Computation of Models
835,apma,939,{},"",2016-03-29 10:43:29.394334,2016-03-30 02:48:52.728391,Selected Topics in Mathematical Image Processing
836,apma,981,{},"",2016-03-29 10:43:29.440069,2016-03-30 02:48:52.732744,Selected Topics in Continuum Mechanics
837,apma,982,{},"",2016-03-29 10:43:29.490915,2016-03-30 02:48:52.736746,Selected Topics in Mathematical Physics
838,apma,990,{},"",2016-03-29 10:43:29.561336,2016-03-30 02:48:52.740746,Selected Topics in Applied Mathematics
839,arab,134,{},N/A,2016-03-29 10:43:29.658232,2016-03-30 02:48:52.790741,Introductory Arabic I
840,arab,148,{},N/A,2016-03-29 10:43:29.723652,2016-03-30 02:48:52.796068,STT-Introduction to Arabic II
841,arch,100,"{""Spring 2016""}",Breadth-Social Sciences,2016-03-29 10:43:29.82931,2016-03-30 02:48:52.889136,Ancient Peoples and Places
842,arch,131,"{""Spring 2016""}",Breadth-Social Sci/Science,2016-03-29 10:43:29.880437,2016-03-30 02:48:52.894195,Human Origins
843,arch,200,{},Breadth-Social Sciences,2016-03-29 10:43:29.954481,2016-03-30 02:48:52.898785,Special Topics in World Prehistory
844,arch,201,"{""Spring 2016""}",Breadth-Social Sciences,2016-03-29 10:43:30.008986,2016-03-30 02:48:52.90347,Introduction to Archaeology
845,arch,252,{},Breadth-Humanities/Social Sciences,2016-03-29 10:43:30.29636,2016-03-30 02:48:52.907816,Ancient Egypt and Africa
846,arch,272w,{},Writing/Breadth-Social Sci,2016-03-29 10:43:30.358509,2016-03-30 02:48:52.91187,Archaeology of the Old World
847,arch,273,"{""Spring 2016""}",Breadth-Social Sciences,2016-03-29 10:43:30.419452,2016-03-30 02:48:52.915793,Archaeology of the New World
848,arch,285,"{""Spring 2016""}",Quantitative/Breadth-Science,2016-03-29 10:43:30.49612,2016-03-30 02:48:52.920227,Archaeological Science 
849,arch,286,{},Breadth-Humanities,2016-03-29 10:43:30.581816,2016-03-30 02:48:52.926508,Cultural Heritage Stewardship in Global Context
850,arch,301,"{""Spring 2016""}",Breadth-Humanities,2016-03-29 10:43:30.633235,2016-03-30 02:48:52.931751,Ancient Visual Art
851,arch,321,"{""Spring 2016""}",N/A,2016-03-29 10:43:30.693707,2016-03-30 02:48:52.93621,Select Regions in World Archaeology I
852,arch,322,"{""Spring 2016""}",N/A,2016-03-29 10:43:30.769697,2016-03-30 02:48:52.941661,Special Topics in Biological Anthropology
853,arch,329,"{""Spring 2016""}",N/A,2016-03-29 10:43:30.833938,2016-03-30 02:48:52.947731,Special Topics in Environmental Archaeology
854,arch,331,"{""Spring 2016""}",N/A,2016-03-29 10:43:30.881919,2016-03-30 02:48:52.952618,Select Regions in World Archaeology II
855,arch,332,{},"",2016-03-29 10:43:30.931243,2016-03-30 02:48:52.957397,Special Topics in Archaeology I
856,arch,333,"{""Spring 2016""}","",2016-03-29 10:43:30.977324,2016-03-30 02:48:52.961752,Special Topics in Archaeology II
857,arch,340,"{""Spring 2016""}","",2016-03-29 10:43:31.040175,2016-03-30 02:48:52.965793,Zooarchaeology
858,arch,344,"{""Spring 2016""}","",2016-03-29 10:43:31.130482,2016-03-30 02:48:52.969718,Primate Behaviour
859,arch,348,{},"",2016-03-29 10:43:31.201385,2016-03-30 02:48:52.974284,Archaeological Conservation
860,arch,349,{},N/A,2016-03-29 10:43:31.249932,2016-03-30 02:48:52.979066,Management of Archaeological Collections
861,arch,350,"{""Spring 2016""}",N/A,2016-03-29 10:43:31.295213,2016-03-30 02:48:52.983424,Practicum I
862,arch,351,"{""Spring 2016""}",N/A,2016-03-29 10:43:31.369135,2016-03-30 02:48:52.987506,Practicum II
863,arch,363,"{""Spring 2016""}",N/A,2016-03-29 10:43:31.416844,2016-03-30 02:48:52.991492,Landscape Archaeology
864,arch,365,{},N/A,2016-03-29 10:43:31.466455,2016-03-30 02:48:52.995886,Archaeological Perspectives on Human Ecology
865,arch,372,{},N/A,2016-03-29 10:43:31.513527,2016-03-30 02:48:53.001199,Material Culture Analysis
866,arch,373,"{""Spring 2016""}","",2016-03-29 10:43:31.562868,2016-03-30 02:48:53.00559,Human Osteology
867,arch,375,{},N/A,2016-03-29 10:43:31.614778,2016-03-30 02:48:53.01064,From Soup to Nuts: The Archaeology of Food
868,arch,376,"{""Spring 2016""}",Quantitative,2016-03-29 10:43:31.701104,2016-03-30 02:48:53.014989,Quantitative Methods in Archaeology
869,arch,377,{},"",2016-03-29 10:43:31.773952,2016-03-30 02:48:53.019383,Historical Archaeology
870,arch,378,{},"",2016-03-29 10:43:31.820494,2016-03-30 02:48:53.024098,Pacific Northwest North America
871,arch,383,{},"",2016-03-29 10:43:31.867889,2016-03-30 02:48:53.028609,Molecular Bioarchaeology
872,arch,385,{},N/A,2016-03-29 10:43:31.916716,2016-03-30 02:48:53.032906,Paleoanthropology
873,arch,386,{},N/A,2016-03-29 10:43:32.043637,2016-03-30 02:48:53.037744,Archaeological Resource Management
874,arch,388,{},N/A,2016-03-29 10:43:32.089524,2016-03-30 02:48:53.042321,Geoarchaeology
875,arch,390,{},N/A,2016-03-29 10:43:32.135695,2016-03-30 02:48:53.046356,Archaeobotany
876,arch,428,{},N/A,2016-03-29 10:43:32.188807,2016-03-30 02:48:53.050433,Soil Micromorphology
877,arch,433,{},N/A,2016-03-29 10:43:32.251996,2016-03-30 02:48:53.054538,Background to Field Work
878,arch,434,{},N/A,2016-03-29 10:43:32.294732,2016-03-30 02:48:53.058922,Archaeological Field Methods
879,arch,435,{},N/A,2016-03-29 10:43:32.347368,2016-03-30 02:48:53.063055,Field Work Practicum
880,arch,442,"{""Spring 2016""}","",2016-03-29 10:43:32.396705,2016-03-30 02:48:53.067395,Forensic Anthropology
881,arch,450,"{""Spring 2016""}",N/A,2016-03-29 10:43:32.458703,2016-03-30 02:48:53.072354,Practicum III
882,arch,451,"{""Spring 2016""}",N/A,2016-03-29 10:43:32.507831,2016-03-30 02:48:53.078369,Practicum IV
883,arch,452,{},"",2016-03-29 10:43:32.592335,2016-03-30 02:48:53.083743,Introduction to Paleopathology
884,arch,471w,"{""Spring 2016""}",Writing,2016-03-29 10:43:32.638724,2016-03-30 02:48:53.088867,Archaeological Theory
885,arch,479,"{""Spring 2016""}",N/A,2016-03-29 10:43:32.690078,2016-03-30 02:48:53.093684,Directed Readings
886,arch,480,"{""Spring 2016""}",N/A,2016-03-29 10:43:32.751106,2016-03-30 02:48:53.098159,Directed Laboratory/Library/Field Research
887,arch,485,"{""Spring 2016""}","",2016-03-29 10:43:32.802529,2016-03-30 02:48:53.10253,Lithic Technology
888,arch,498,"{""Spring 2016""}","",2016-03-29 10:43:32.876529,2016-03-30 02:48:53.106824,Honours Reading
889,arch,499,"{""Spring 2016""}","",2016-03-29 10:43:32.926943,2016-03-30 02:48:53.112931,Honours Thesis
890,arch,541,{},"",2016-03-29 10:43:32.99561,2016-03-30 02:48:53.118388,Professional Practice and Ethics in Heritage Resource Management
891,arch,871,{},"",2016-03-29 10:43:33.043634,2016-03-30 02:48:53.124415,Archaeological Theory
892,arch,872,"{""Spring 2016""}","",2016-03-29 10:43:33.091803,2016-03-30 02:48:53.13034,Graduate Seminar in Archaeology and Prehistory
893,arch,873,{},"",2016-03-29 10:43:33.15453,2016-03-30 02:48:53.138777,Graduate Seminar in Archaeology and Prehistory
894,arch,876,"{""Spring 2016""}","",2016-03-29 10:43:33.205441,2016-03-30 02:48:53.143295,Research Design
895,arch,892,"{""Spring 2016""}","",2016-03-29 10:43:33.250495,2016-03-30 02:48:53.147583,Directed Readings in Prehistory
896,arch,893,"{""Spring 2016""}","",2016-03-29 10:43:33.295806,2016-03-30 02:48:53.152503,Directed Readings
897,arch,894,{},"",2016-03-29 10:43:33.343379,2016-03-30 02:48:53.157331,Special Topics
898,arch,895,"{""Spring 2016""}","",2016-03-29 10:43:33.389219,2016-03-30 02:48:53.161574,Special Topics
899,arch,896,"{""Spring 2016""}","",2016-03-29 10:43:33.455856,2016-03-30 02:48:53.166776,Directed Laboratory/Library/Field Research
900,arch,898,"{""Spring 2016""}","",2016-03-29 10:43:33.501108,2016-03-30 02:48:53.171441,MA Thesis
901,arch,899,"{""Spring 2016""}","",2016-03-29 10:43:33.547017,2016-03-30 02:48:53.176023,PhD Thesis
902,asc,101,"{""Spring 2016""}",Breadth-Humanities/Social Sciences,2016-03-29 10:43:33.64099,2016-03-30 02:48:53.379928,Introduction to Asia-Canada Studies I
903,asc,102,"{""Spring 2016""}",Breadth-Humanities,2016-03-29 10:43:33.689357,2016-03-30 02:48:53.385948,Introduction to Asia-Canada Studies II
904,asc,200,{},Breadth-Humanities,2016-03-29 10:43:33.747714,2016-03-30 02:48:53.390627,Introduction to Chinese Civilization
905,asc,201,"{""Spring 2016""}",Breadth-Humanities,2016-03-29 10:43:33.796148,2016-03-30 02:48:53.394914,Introduction to Japanese Civilization
906,asc,202,{},"",2016-03-29 10:43:33.842722,2016-03-30 02:48:53.398775,Studies in Asian Cultures
907,asc,205,{},"",2016-03-29 10:43:33.889145,2016-03-30 02:48:53.402233,Special Topics: Field Studies in Chinese Culture
908,asc,300,{},N/A,2016-03-29 10:43:33.940056,2016-03-30 02:48:53.40552,Asians and North Americans in Public Discourse
909,asc,301,"{""Spring 2016""}",N/A,2016-03-29 10:43:33.986224,2016-03-30 02:48:53.408734,Asia-Canada Identities: Experiences and Perspectives
910,asc,302,{},N/A,2016-03-29 10:43:34.041812,2016-03-30 02:48:53.41281,Selected Topics in Chinese Studies
911,asc,303,{},N/A,2016-03-29 10:43:34.101511,2016-03-30 02:48:53.41668,Selected Topics in Japanese Studies
912,asc,400,"{""Spring 2016""}",N/A,2016-03-29 10:43:34.148907,2016-03-30 02:48:53.420806,Selected Topics in Asia-Canada Studies
913,asc,401,"{""Spring 2016""}","",2016-03-29 10:43:34.205853,2016-03-30 02:48:53.4242,Directed Studies
914,bisc,100,{},Breadth-Science,2016-03-29 10:43:34.368123,2016-03-30 02:48:53.533966,Introduction to Biology
915,bisc,101,"{""Spring 2016""}",Breadth-Science,2016-03-29 10:43:34.416063,2016-03-30 02:48:53.543167,General Biology
916,bisc,102,"{""Spring 2016""}",Breadth-Science,2016-03-29 10:43:34.511896,2016-03-30 02:48:53.550253,General Biology
917,bisc,110,{},Breadth-Science,2016-03-29 10:43:34.586764,2016-03-30 02:48:53.555558,The Evolution and Diversity of Life on Earth
918,bisc,111,{},Breadth-Science,2016-03-29 10:43:34.633483,2016-03-30 02:48:53.560727,Special Topics: Current Topics in Biology I
919,bisc,112,{},Breadth-Science,2016-03-29 10:43:34.70636,2016-03-30 02:48:53.566193,Special Topics: Current Topics in Biology II
920,bisc,113,"{""Spring 2016""}",Breadth-Science,2016-03-29 10:43:34.751938,2016-03-30 02:48:53.572296,Biology in Everyday Life
921,bisc,202,"{""Spring 2016""}",N/A,2016-03-29 10:43:34.799746,2016-03-30 02:48:53.577859,Genetics
922,bisc,204,"{""Spring 2016""}","",2016-03-29 10:43:34.877559,2016-03-30 02:48:53.583037,Introduction to Ecology
923,bisc,272,{},"",2016-03-29 10:43:34.934623,2016-03-30 02:48:53.588246,Special Topics in Biology
924,bisc,298,"{""Spring 2016""}",N/A,2016-03-29 10:43:35.003195,2016-03-30 02:48:53.59387,Introduction to Undergraduate Research in Biological Sciences
925,bisc,300,"{""Spring 2016""}","",2016-03-29 10:43:35.053478,2016-03-30 02:48:53.599198,Evolution
926,bisc,302,{},N/A,2016-03-29 10:43:35.127041,2016-03-30 02:48:53.606952,Genetic Analysis
927,bisc,302w,"{""Spring 2016""}",Writing,2016-03-29 10:43:35.174604,2016-03-30 02:48:53.613302,Genetic Analysis
928,bisc,303,{},N/A,2016-03-29 10:43:35.222718,2016-03-30 02:48:53.618904,Microbiology
929,bisc,304w,{},Writing,2016-03-29 10:43:35.300454,2016-03-30 02:48:53.624218,Animal Ecology
930,bisc,305,"{""Spring 2016""}","",2016-03-29 10:43:35.345358,2016-03-30 02:48:53.629536,Animal Physiology
931,bisc,306,"{""Spring 2016""}","",2016-03-29 10:43:35.406963,2016-03-30 02:48:53.634995,Invertebrate Biology
932,bisc,307,{},N/A,2016-03-29 10:43:35.459298,2016-03-30 02:48:53.641081,Animal Physiology Laboratory
933,bisc,307w,{},Writing,2016-03-29 10:43:35.507619,2016-03-30 02:48:53.647025,Animal Physiology Laboratory
934,bisc,309,{},"",2016-03-29 10:43:35.55813,2016-03-30 02:48:53.65209,Conservation Biology
935,bisc,313,"{""Spring 2016""}","",2016-03-29 10:43:35.635581,2016-03-30 02:48:53.657684,Environmental Toxicology
936,bisc,316,{},"",2016-03-29 10:43:35.68528,2016-03-30 02:48:53.66758,Vertebrate Biology
937,bisc,317,{},"",2016-03-29 10:43:35.732315,2016-03-30 02:48:53.675607,Insect Biology
938,bisc,318,"{""Spring 2016""}",N/A,2016-03-29 10:43:35.783457,2016-03-30 02:48:53.682232,Parasitology
939,bisc,326,{},"",2016-03-29 10:43:35.856191,2016-03-30 02:48:53.687621,Biology of Algae and Fungi
940,bisc,329,{},"",2016-03-29 10:43:35.898977,2016-03-30 02:48:53.694561,Introduction to Experimental Techniques
941,bisc,333,"{""Spring 2016""}","",2016-03-29 10:43:35.947181,2016-03-30 02:48:53.70028,Developmental Biology
942,bisc,337,"{""Spring 2016""}","",2016-03-29 10:43:36.002874,2016-03-30 02:48:53.705876,Plant Biology
943,bisc,341,"{""Spring 2016""}","",2016-03-29 10:43:36.074679,2016-03-30 02:48:53.711371,Practicum I
944,bisc,342,"{""Spring 2016""}","",2016-03-29 10:43:36.127834,2016-03-30 02:48:53.717459,Practicum II
945,bisc,357,{},"",2016-03-29 10:43:36.226984,2016-03-30 02:48:53.723058,Gene Cloning
946,bisc,366,"{""Spring 2016""}","",2016-03-29 10:43:36.273945,2016-03-30 02:48:53.728388,Plant Physiology
947,bisc,372,"{""Spring 2016""}","",2016-03-29 10:43:36.327271,2016-03-30 02:48:53.733665,Special Topics in Biology
948,bisc,373,"{""Spring 2016""}",N/A,2016-03-29 10:43:36.377896,2016-03-30 02:48:53.739223,STT-Brewing Science
949,bisc,403,"{""Spring 2016""}","",2016-03-29 10:43:36.466948,2016-03-30 02:48:53.744752,Current Topics in Cell Biology
950,bisc,404w,{},Writing,2016-03-29 10:43:36.543971,2016-03-30 02:48:53.750467,Plant Ecology
951,bisc,405,{},N/A,2016-03-29 10:43:36.593376,2016-03-30 02:48:53.757885,Neurobiology
952,bisc,407,{},"",2016-03-29 10:43:36.639768,2016-03-30 02:48:53.763662,Population Dynamics
953,bisc,410,"{""Spring 2016""}",N/A,2016-03-29 10:43:36.702741,2016-03-30 02:48:53.768891,Behavioral Ecology
954,bisc,413,{},"",2016-03-29 10:43:36.779439,2016-03-30 02:48:53.774314,Fisheries Ecology
955,bisc,414,{},"",2016-03-29 10:43:36.841475,2016-03-30 02:48:53.779868,Limnology
956,bisc,419,{},N/A,2016-03-29 10:43:36.887529,2016-03-30 02:48:53.785273,Wildlife Biology
957,bisc,420,"{""Spring 2016""}",N/A,2016-03-29 10:43:36.931819,2016-03-30 02:48:53.790766,Community Ecology and Macroecology
958,bisc,422,{},"",2016-03-29 10:43:36.983232,2016-03-30 02:48:53.80074,Population Genetics
959,bisc,430,{},"",2016-03-29 10:43:37.030578,2016-03-30 02:48:53.807339,Microbe-Plant Interactions
960,bisc,432,{},"",2016-03-29 10:43:37.101743,2016-03-30 02:48:53.81283,Chemical Pesticides and the Environment
961,bisc,434,{},"",2016-03-29 10:43:37.154916,2016-03-30 02:48:53.818377,Paleoecology and Palynology
962,bisc,435,{},"",2016-03-29 10:43:37.202431,2016-03-30 02:48:53.824295,Introduction to Pest Management
963,bisc,439,{},"",2016-03-29 10:43:37.246684,2016-03-30 02:48:53.829584,Industrial Microbiology
964,bisc,440,{},"",2016-03-29 10:43:37.295386,2016-03-30 02:48:53.835145,Biodiversity
965,bisc,440w,{},Writing,2016-03-29 10:43:37.385294,2016-03-30 02:48:53.841404,Biodiversity
966,bisc,441,{},"",2016-03-29 10:43:37.435385,2016-03-30 02:48:53.846923,Evolution of Health and Disease
967,bisc,443,"{""Spring 2016""}","",2016-03-29 10:43:37.481973,2016-03-30 02:48:53.852204,Practicum III
968,bisc,444,"{""Spring 2016""}","",2016-03-29 10:43:37.527731,2016-03-30 02:48:53.857889,Practicum IV
969,bisc,445,"{""Spring 2016""}","",2016-03-29 10:43:37.579444,2016-03-30 02:48:53.867339,Environmental Physiology of Animals
970,bisc,446,"{""Spring 2016""}","",2016-03-29 10:43:37.6549,2016-03-30 02:48:53.873422,Practicum V
971,bisc,455,{},"",2016-03-29 10:43:37.711694,2016-03-30 02:48:53.878945,Endocrinology
972,bisc,457,{},"",2016-03-29 10:43:37.759868,2016-03-30 02:48:53.884004,Plant Molecular Biology and Biotechnology
973,bisc,471,{},N/A,2016-03-29 10:43:37.804699,2016-03-30 02:48:53.889152,"Special Topics in Cells, Molecules and Physiology"
974,bisc,472,{},N/A,2016-03-29 10:43:37.851767,2016-03-30 02:48:53.894499,"Special Topics in Cells, Molecules and Physiology"
975,bisc,473,{},N/A,2016-03-29 10:43:37.906134,2016-03-30 02:48:53.899601,"Special Topics in Ecology, Evolution and Conservation"
976,bisc,474,{},N/A,2016-03-29 10:43:37.97172,2016-03-30 02:48:53.905015,"Special Topics in Ecology, Evolution and Conservation"
977,bisc,475,"{""Spring 2016""}",N/A,2016-03-29 10:43:38.023615,2016-03-30 02:48:53.91058,Special Topics in Biology
978,bisc,490,"{""Spring 2016""}",N/A,2016-03-29 10:43:38.09559,2016-03-30 02:48:53.918285,Research Design
979,bisc,491,"{""Spring 2016""}",N/A,2016-03-29 10:43:38.142481,2016-03-30 02:48:53.926224,Research Technique
980,bisc,492w,"{""Spring 2016""}",Writing,2016-03-29 10:43:38.190689,2016-03-30 02:48:53.932815,Research Reporting
981,bisc,497w,"{""Spring 2016""}",Writing,2016-03-29 10:43:38.236384,2016-03-30 02:48:53.938305,Undergraduate Research: Writing Intensive
982,bisc,498,"{""Spring 2016""}",N/A,2016-03-29 10:43:38.305782,2016-03-30 02:48:53.945255,Undergraduate Research I
983,bisc,499,"{""Spring 2016""}",N/A,2016-03-29 10:43:38.351061,2016-03-30 02:48:53.951576,Undergraduate Research II
984,bisc,601,{},"",2016-03-29 10:43:38.404038,2016-03-30 02:48:53.959776,"Agriculture, Horticulture and Urban Pest Management"
985,bisc,602,{},"",2016-03-29 10:43:38.449613,2016-03-30 02:48:53.965982,Forest Pest Management
986,bisc,650,{},"",2016-03-29 10:43:38.501724,2016-03-30 02:48:53.971417,Environmental Risk Assessment
987,bisc,651,{},"",2016-03-29 10:43:38.567251,2016-03-30 02:48:53.977309,Toxicity Tests I: Ecological Effects Based Tests
988,bisc,652,"{""Spring 2016""}","",2016-03-29 10:43:38.613215,2016-03-30 02:48:53.983814,ET Tests II: Mammalian Toxicity Tests
989,bisc,654,{},"",2016-03-29 10:43:38.666358,2016-03-30 02:48:53.989831,Food and Drug Toxicology
990,bisc,655,{},"",2016-03-29 10:43:38.713601,2016-03-30 02:48:53.995222,Environmental Toxicology Seminar
991,bisc,656,"{""Spring 2016""}","",2016-03-29 10:43:38.764337,2016-03-30 02:48:54.00063,Master of Environmental Toxicology Project
992,bisc,657,"{""Spring 2016""}","",2016-03-29 10:43:38.815033,2016-03-30 02:48:54.006063,Co-Op Practicum I
993,bisc,658,"{""Spring 2016""}","",2016-03-29 10:43:38.880481,2016-03-30 02:48:54.012298,Co-op Practicum II
994,bisc,800,{},"",2016-03-29 10:43:38.927193,2016-03-30 02:48:54.01883,Skills for the Successful Scientist
995,bisc,806,{},"",2016-03-29 10:43:38.974718,2016-03-30 02:48:54.024786,Evolutionary Theory
996,bisc,807,{},"",2016-03-29 10:43:39.022467,2016-03-30 02:48:54.030869,Ecological and Evolutionary Physiology
997,bisc,812,{},"",2016-03-29 10:43:39.073979,2016-03-30 02:48:54.03629,Marine Research Techniques: Scientific Diving
998,bisc,816,{},"",2016-03-29 10:43:39.119818,2016-03-30 02:48:54.044012,Biology and Management of Insects
999,bisc,820,{},"",2016-03-29 10:43:39.200111,2016-03-30 02:48:54.05135,Molecular Mechanisms of Microbial Pathogenesis
1000,bisc,821,{},"",2016-03-29 10:43:39.245583,2016-03-30 02:48:54.057262,Cell and Molecular Biology Colloquium
1001,bisc,822,{},"",2016-03-29 10:43:39.291804,2016-03-30 02:48:54.0668,Cell and Molecular Biology Colloquium
1002,bisc,823,{},"",2016-03-29 10:43:39.337511,2016-03-30 02:48:54.072872,Cell and Molecular Biology Colloquium
1003,bisc,824,{},"",2016-03-29 10:43:39.393708,2016-03-30 02:48:54.079214,Survival and Reproductive Strategies 
1004,bisc,827,{},"",2016-03-29 10:43:39.441334,2016-03-30 02:48:54.084618,"Seminar in Ecology, Evolution, and Conservation"
1005,bisc,829,{},"",2016-03-29 10:43:39.503604,2016-03-30 02:48:54.090346,Conservation Ecology
1006,bisc,830,"{""Spring 2016""}","",2016-03-29 10:43:39.5487,2016-03-30 02:48:54.095825,Community Ecology and Macroecology
1007,bisc,831,"{""Spring 2016""}","",2016-03-29 10:43:39.594831,2016-03-30 02:48:54.101382,Research Seminars in Biological Sciences
1008,bisc,832,"{""Spring 2016""}","",2016-03-29 10:43:39.647079,2016-03-30 02:48:54.107769,Research Seminars in Biological Sciences
1009,bisc,833,"{""Spring 2016""}","",2016-03-29 10:43:39.69493,2016-03-30 02:48:54.113267,Research Seminars in Biological Sciences
1010,bisc,834,{},"",2016-03-29 10:43:39.784423,2016-03-30 02:48:54.118349,Essential Cell Biology
1011,bisc,838,{},"",2016-03-29 10:43:39.837444,2016-03-30 02:48:54.123653,Population Dynamics and Demography
1012,bisc,839,{},"",2016-03-29 10:43:39.88256,2016-03-30 02:48:54.129309,Industrial Microbiology 
1013,bisc,841,{},"",2016-03-29 10:43:39.93111,2016-03-30 02:48:54.134846,Plant diseases and plant biotechnology
1014,bisc,844,"{""Spring 2016""}","",2016-03-29 10:43:39.979621,2016-03-30 02:48:54.140682,Biological Controls
1015,bisc,846,{},"",2016-03-29 10:43:40.041723,2016-03-30 02:48:54.146644,Insecticide Chemistry and Toxicology
1016,bisc,847,{},"",2016-03-29 10:43:40.113437,2016-03-30 02:48:54.151877,Pest Management in Practice
